0.000000,0
0.020000,0
0.040000,0
0.060000,0
0.080000,0
0.100000,0
0.120000,0
0.140000,0
0.160000,0
0.180000,0
0.200000,13
0.220000,42
0.240000,50
0.260000,50
0.280000,50
0.300000,50
0.320000,50
0.340000,50
0.360000,50
0.380000,50
0.400000,50
0.420000,50
0.440000,50
0.460000,50
0.480000,50
0.500000,50
0.520000,50
0.540000,50
0.560000,50
0.580000,50
0.600000,50
0.620000,50
0.640000,50
0.660000,50
0.680000,50
0.700000,50
0.720000,50
0.740000,50
0.760000,50
0.780000,50
0.800000,50
0.820000,50
0.840000,50
0.860000,50
0.880000,50
0.900000,50
0.920000,50
0.940000,50
0.960000,50
0.980000,50
1.000000,50
1.020000,50
1.040000,50
1.060000,50
1.080000,0
1.100000,0
1.120000,0
1.140000,0
1.160000,0
1.180000,0
1.200000,0
1.220000,0
1.240000,0
1.260000,0
1.280000,0
1.300000,0
1.320000,0
1.340000,0
1.360000,0
1.380000,0
1.400000,0
1.420000,0
1.440000,0
1.460000,0
1.480000,0
1.500000,0
1.520000,0
1.540000,0
1.560000,0
1.580000,0
1.600000,0
1.620000,0
1.640000,0
1.660000,0
1.680000,0
1.700000,0
1.720000,0
1.740000,0
1.760000,0
1.780000,0
1.800000,0
1.820000,0
1.840000,0
1.860000,0
1.880000,0
1.900000,0
1.920000,0
1.940000,0
1.960000,0
1.980000,0
2.000000,0
2.020000,0
2.040000,0
2.060000,0
2.080000,0
2.100000,0
2.120000,0
2.140000,0
2.160000,0
2.180000,0
2.200000,0
2.220000,0
2.240000,0
2.260000,0
2.280000,0
2.300000,0
2.320000,0
2.340000,0
2.360000,0
2.380000,0
2.400000,0
2.420000,0
2.440000,0
2.460000,0
2.480000,0
2.500000,0
2.520000,0
2.540000,0
2.560000,0
2.580000,0
2.600000,0
2.620000,0
2.640000,0
2.660000,0
2.680000,0
2.700000,0
2.720000,0
2.740000,0
2.760000,0
2.780000,0
2.800000,0
2.820000,0
2.840000,0
2.860000,0
2.880000,0
2.900000,0
2.920000,0
2.940000,50
2.960000,50
2.980000,50
3.000000,50
3.020000,50
3.040000,0
3.060000,0
3.080000,0
3.100000,0
3.120000,0
3.140000,0
3.160000,0
3.180000,0
3.200000,0
3.220000,0
3.240000,0
3.260000,0
3.280000,0
3.300000,0
3.320000,0
3.340000,0
3.360000,0
3.380000,0
3.400000,0
3.420000,0
3.440000,50
3.460000,41
3.480000,0
3.500000,0
3.520000,0
3.540000,50
3.560000,0
3.580000,50
3.600000,50
3.620000,50
3.640000,50
3.660000,50
3.680000,50
3.700000,50
3.720000,50
3.740000,0
3.760000,50
3.780000,50
3.800000,50
3.820000,50
3.840000,50
3.860000,50
3.880000,50
3.900000,50
3.920000,50
3.940000,50
3.960000,50
3.980000,50
