0.100000,0.342000
0.342000,0.855137
0.855137,0.470736
0.470736,0.946746
0.946746,0.191589
0.191589,0.588555
0.588555,0.920200
0.920200,0.279040
0.279040,0.764472
0.764472,0.684208
0.684208,0.821056
0.821056,0.558307
0.558307,0.937081
0.937081,0.224049
0.224049,0.660634
0.660634,0.851947
0.851947,0.479305
0.479305,0.948373
0.948373,0.186056
0.186056,0.575468
0.575468,0.928357
0.928357,0.252738
0.252738,0.717674
0.717674,0.769948
0.769948,0.673086
0.673086,0.836156
0.836156,0.520596
0.520596,0.948388
0.948388,0.186003
0.186003,0.575342
0.575342,0.928430
0.928430,0.252503
0.252503,0.717232
0.717232,0.770679
0.770679,0.671585
0.671585,0.838123
0.838123,0.515556
0.515556,0.949080
0.949080,0.183642
0.183642,0.569686
0.569686,0.931546
0.931546,0.242317
0.242317,0.697678
0.697678,0.801509
0.801509,0.604551
0.604551,0.908463
0.908463,0.316001
0.316001,0.821349
0.821349,0.557592
0.557592,0.937396
0.937396,0.223002
0.223002,0.658434
0.658434,0.854615
0.854615,0.472144
0.472144,0.947051
0.947051,0.190552
0.190552,0.586118
0.586118,0.921818
0.921818,0.273865
0.273865,0.755679
0.755679,0.701588
0.701588,0.795577
0.795577,0.618010
0.618010,0.897080
0.897080,0.350845
0.350845,0.865461
0.865461,0.442466
0.442466,0.937421
0.937421,0.222918
0.222918,0.658256
0.658256,0.854829
0.854829,0.471567
0.471567,0.946928
0.946928,0.190971
0.190971,0.587104
0.587104,0.921169
0.921169,0.275943
0.275943,0.759234
0.759234,0.694631
0.694631,0.806051
0.806051,0.594065
0.594065,0.916376
0.916376,0.291197
0.291197,0.784324
0.784324,0.642807
0.642807,0.872503
0.872503,0.422717
0.422717,0.927304
0.927304,0.256163
0.256163,0.724066
0.724066,0.759218
0.759218,0.694662
0.694662,0.806005
0.806005,0.594171
0.594171,0.916301
0.916301,0.291436
0.291436,0.784704
0.784704,0.641986
0.641986,0.873392
0.873392,0.420198
0.420198,0.925800
0.925800,0.261039
0.261039,0.733010
0.733010,0.743684
0.743684,0.724349
0.724349,0.758736
0.758736,0.695612
0.695612,0.804597
0.804597,0.597439
0.597439,0.913921
0.913921,0.298943
0.298943,0.796388
0.796388,0.616185
0.616185,0.898704
0.898704,0.345933
0.345933,0.859801
0.859801,0.458064
0.458064,0.943317
0.943317,0.203185
0.203185,0.615224
0.615224,0.899549
0.899549,0.343370
0.343370,0.856775
0.856775,0.466304
0.466304,0.945685
0.945685,0.195185
0.195185,0.596934
0.596934,0.914295
0.914295,0.297768
0.297768,0.794588
0.794588,0.620227
0.620227,0.895073
0.895073,0.356887
0.356887,0.872171
0.872171,0.423657
0.423657,0.927853
0.927853,0.254379
0.254379,0.720748
0.720748,0.764828
0.764828,0.683491
0.683491,0.822058
0.822058,0.555860
0.555860,0.938143
0.938143,0.220517
0.220517,0.653179
0.653179,0.860837
0.860837,0.455227
0.455227,0.942382
0.942382,0.206332
0.206332,0.622285
0.622285,0.893176
0.893176,0.362567
0.362567,0.878226
0.878226,0.406391
0.406391,0.916702
0.916702,0.290167
0.290167,0.782686
0.782686,0.646337
0.646337,0.868625
